第1962回,2025/01/06,4,8,19,22,32,37,(26),該当なし,該当なし,9口,"7,369,600円",262口,"273,400円","11,441口","6,600円","176,426口","1,000円","221,083,304円"
第1963回,2025/01/09,3,4,20,29,35,38,(6),該当なし,該当なし,5口,"15,889,400円",161口,"532,900円","9,398口","9,600円","169,569口","1,000円","485,899,223円"
第1964回,2025/01/13,2,5,28,33,35,36,(34),2口,"380,755,400円",5口,"16,537,200円",281口,"317,700円","12,805口","7,300円","213,836口","1,000円",0円
第1965回,2025/01/16,17,18,20,23,33,43,(19),該当なし,該当なし,2口,"33,951,400円",135口,"543,200円","7,763口","9,900円","137,810口","1,000円","226,335,385円"
第1966回,2025/01/20,4,12,25,29,34,36,(32),2口,"245,216,100円",8口,"9,903,900円",246口,"347,800円","12,579口","7,100円","200,098口","1,000円",0円
第1967回,2025/01/23,3,4,22,26,29,35,(37),該当なし,該当なし,8口,"7,820,500円",204口,"331,200円","10,972口","6,500円","172,592口","1,000円","208,541,317円"
第1968回,2025/01/27,6,13,15,22,35,41,(37),1口,"467,060,300円",4口,"19,389,500円",259口,"323,300円","11,600口","7,600円","181,112口","1,000円",0円
第1969回,2025/01/30,3,7,12,13,35,38,(24),該当なし,該当なし,13口,"4,642,000円",215口,"303,100円","10,743口","6,400円","178,223口","1,000円","201,148,825円"
