第1978回,2025/03/03,23,25,26,30,34,35,(12),1口,"200,000,000円",2口,"36,927,800円",160口,"498,500円","7,633口","11,000円","140,461口","1,000円","46,177,490円"
第1979回,2025/03/06,15,18,19,21,37,40,(17),該当なし,該当なし,5口,"14,252,500円",167口,"460,800円","9,084口","8,900円","151,824口","1,000円","283,712,254円"
第1980回,2025/03/10,1,2,13,19,35,41,(3),2口,"288,235,400円",4口,"21,957,600円",239口,"396,800円","11,996口","8,300円","202,581口","1,000円",0円
第1981回,2025/03/13,5,10,15,17,29,41,(30),該当なし,該当なし,9口,"6,953,100円",171口,"395,200円","10,254口","6,900円","160,545口","1,000円","208,586,608円"
第1982回,2025/03/17,20,21,23,28,32,34,(6),該当なし,該当なし,3口,"26,913,200円",167口,"522,100円","9,007口","10,200円","157,954口","1,000円","477,710,057円"
第1983回,2025/03/20,3,18,31,36,37,40,(23),該当なし,該当なし,4口,"20,259,200円",179口,"488,900円","10,100口","9,100円","174,041口","1,000円","747,824,533円"
第1984回,2025/03/24,4,19,28,29,34,40,(3),1口,"600,000,000円",5口,"18,522,400円",310口,"322,600円","13,861口","7,600円","216,030口","1,000円","456,522,723円"
第1985回,2025/03/27,1,30,36,37,41,43,(33),該当なし,該当なし,4口,"21,698,500円",155口,"604,700円","8,786口","11,200円","152,020口","1,000円","745,827,333円"
第1986回,2025/03/31,14,20,29,31,41,42,(24),該当なし,該当なし,6口,"15,588,700円",211口,"478,700円","10,627口","10,000円","184,279口","1,000円","1,057,592,440円"
