第2030回,2025/09/01,3,7,28,29,32,36,(13),該当なし,該当なし,4口,"18,228,100円",264口,"298,200円","12,618口","6,500円","198,695口","1,000円","324,569,514円"
第2031回,2025/09/04,2,3,16,20,23,29,(27),3口,"194,184,800円",6口,"12,899,600円",298口,"280,400円","14,158口","6,200円","218,931口","1,000円","0円"
第2032回,2025/09/08,8,15,27,33,37,39,(31),1口,"200,000,000円",7口,"9,565,500円",366口,"197,500円","12,928口","5,900円","182,907口","1,000円","23,188,375円"
第2033回,2025/09/11,5,16,21,22,33,35,(26),3口,"85,086,700円",7口,"9,946,200円",242口,"310,700円","10,699口","7,400円","167,344口","1,000円","0円"
第2034回,2025/09/15,2,13,22,25,35,37,(17),2口,"106,154,000円",9口,"7,077,100円",198口,"347,400円","10,984口","6,600円","163,768口","1,000円","0円"
第2035回,2025/09/18,5,10,12,17,21,35,(9),該当なし,該当なし,9口,"6,565,600円",286口,"223,100円","12,973口","5,100円","187,195口","1,000円","196,961,791円"
第2036回,2025/09/22,7,10,17,26,35,42,(33),1口,"454,612,800円",7口,"11,042,500円",275口,"303,500円","11,927口","7,300円","193,947口","1,000円","0円"
第2037回,2025/09/25,7,12,20,23,27,29,(10),該当なし,該当なし,3口,"19,538,100円",251口,"252,100円","12,515口","5,300円","188,891口","1,000円","195,374,667円"
第2038回,2025/09/29,5,31,37,39,41,42,(33),1口,"468,137,300円",10口,"8,183,100円",156口,"566,500円","8,779口","10,600円","152,703口","1,000円","0円"
