第5793回,2021/10/01,910,123,"""75,900円""",494,"""12,600円""",260,"""44,200円""","1,011","""6,300円"""
第5794回,2021/10/04,876,52,"""137,300円""",501,"""22,800円""",136,"""80,000円""",833,"""11,400円"""
第5795回,2021/10/05,033,58,"""103,500円""",294,"""34,500円""",166,"""69,000円""",420,"""17,200円"""
第5796回,2021/10/06,649,60,"""81,500円""",707,"""13,500円""",268,"""47,500円""","1,167","""6,700円"""
第5797回,2021/10/07,716,86,"""77,100円""",522,"""12,800円""",349,"""44,900円""","1,084","""6,400円"""
第5798回,2021/10/08,071,42,"""110,000円""",685,"""18,300円""",142,"""64,100円""","1,356","""9,100円"""
第5799回,2021/10/11,473,80,"""99,300円""",551,"""16,500円""",165,"""57,900円""","1,141","""8,200円"""
第5800回,2021/10/12,461,56,"""88,900円""",545,"""14,800円""",184,"""51,800円""","1,176","""7,400円"""
第5801回,2021/10/13,642,52,"""87,300円""",556,"""14,500円""",182,"""50,900円""","1,175","""7,200円"""
第5802回,2021/10/14,019,59,"""118,100円""",387,"""19,600円""",115,"""68,800円""",849,"""9,800円"""
第5803回,2021/10/15,968,53,"""125,200円""",385,"""20,800円""",177,"""73,000円""",798,"""10,400円"""
第5804回,2021/10/18,527,121,"""69,500円""",808,"""11,500円""",379,"""40,500円""","1,356","""5,700円"""
第5805回,2021/10/19,491,42,"""114,100円""",466,"""19,000円""",128,"""66,500円""",978,"""9,500円"""
第5806回,2021/10/20,353,41,"""115,300円""",229,"""38,400円""",125,"""76,800円""",305,"""19,200円"""
第5807回,2021/10/21,722,132,"""77,400円""",265,"""25,800円""",192,"""51,600円""",367,"""12,900円"""
第5808回,2021/10/22,426,122,"""75,100円""",608,"""12,500円""",291,"""43,800円""","1,098","""6,200円"""
第5809回,2021/10/25,970,73,"""99,500円""",764,"""16,500円""",234,"""58,000円""","1,301","""8,200円"""
第5810回,2021/10/26,495,51,"""103,400円""",630,"""17,200円""",187,"""60,300円""","1,353","""8,600円"""
第5811回,2021/10/27,488,45,"""118,200円""",291,"""39,400円""",108,"""78,800円""",327,"""19,700円"""
第5812回,2021/10/28,187,54,"""94,200円""",522,"""15,700円""",180,"""54,900円""","1,164","""7,800円"""
第5813回,2021/10/29,236,119,"""58,000円""",793,"""9,600円""",390,"""33,800円""","1,528","""4,800円"""
