第4589回,2017/02/01,906,94,"""92,200円""",467,"""15,300円""",228,"""53,700円""",781,"""7,600円"""
第4590回,2017/02/02,292,67,"""100,200円""",244,"""33,400円""",171,"""66,800円""",337,"""16,700円"""
第4591回,2017/02/03,132,50,"""91,200円""",817,"""15,200円""",134,"""53,200円""","1,487","""7,600円"""
第4592回,2017/02/06,762,54,"""107,800円""",658,"""17,900円""",161,"""62,800円""","1,159","""8,900円"""
第4593回,2017/02/07,862,59,"""98,800円""",542,"""16,400円""",152,"""57,600円""","1,189","""8,200円"""
第4594回,2017/02/08,828,105,"""78,900円""",295,"""26,300円""",205,"""52,600円""",268,"""13,100円"""
第4595回,2017/02/09,070,54,"""136,600円""",177,"""45,500円""",89,"""91,000円""",248,"""22,700円"""
第4596回,2017/02/10,261,63,"""94,700円""",579,"""15,700円""",165,"""55,200円""","1,187","""7,800円"""
第4597回,2017/02/13,425,133,"""75,600円""",650,"""12,600円""",321,"""44,100円""","1,140","""6,300円"""
第4598回,2017/02/14,027,45,"""108,800円""",433,"""18,100円""",135,"""63,400円""",830,"""9,000円"""
第4599回,2017/02/15,089,42,"""87,000円""",584,"""14,500円""",218,"""50,700円""","1,510","""7,200円"""
第4600回,2017/02/16,464,46,"""149,600円""",174,"""49,800円""",108,"""99,700円""",256,"""24,900円"""
第4601回,2017/02/17,015,65,"""118,500円""",424,"""19,700円""",135,"""69,100円""",906,"""9,800円"""
第4602回,2017/02/20,890,89,"""97,200円""",584,"""16,200円""",253,"""56,700円""","1,187","""8,100円"""
第4603回,2017/02/21,866,45,"""119,000円""",237,"""39,600円""",83,"""79,300円""",266,"""19,800円"""
第4604回,2017/02/22,893,65,"""96,100円""",442,"""16,000円""",243,"""56,000円""",935,"""8,000円"""
第4605回,2017/02/23,840,37,"""136,800円""",395,"""22,800円""",110,"""79,800円""",832,"""11,400円"""
第4606回,2017/02/24,631,72,"""100,300円""",563,"""16,700円""",153,"""58,500円""","1,236","""8,300円"""
第4607回,2017/02/27,147,138,"""64,200円""",894,"""10,700円""",389,"""37,400円""","1,659","""5,300円"""
第4608回,2017/02/28,788,56,"""109,000円""",272,"""36,300円""",117,"""72,600円""",349,"""18,100円"""
