第5104回,2019/02/01,3274,28,"""893,700円""",429,"""37,200円""",75,"""465,400円""",656,"""18,600円"""
第5105回,2019/02/04,8661,19,"""1,194,600円""",180,"""99,500円""",65,"""647,000円""",741,"""49,700円"""
第5106回,2019/02/05,5196,22,"""890,200円""",441,"""37,000円""",68,"""463,600円""",686,"""18,500円"""
第5107回,2019/02/06,2811,39,"""664,600円""",265,"""55,300円""",78,"""359,900円""",110,"""27,600円"""
第5108回,2019/02/07,6537,12,"""1,166,100円""",334,"""48,500円""",54,"""607,300円""",514,"""24,200円"""
第5109回,2019/02/08,1996,18,"""903,300円""",209,"""75,200円""",79,"""489,200円""",903,"""37,600円"""
第5110回,2019/02/11,4304,16,"""1,285,200円""",159,"""107,100円""",50,"""696,100円""",643,"""53,500円"""
第5111回,2019/02/12,7771,34,"""788,200円""",80,"""197,000円""",61,"""492,600円""",200,"""98,500円"""
第5112回,2019/02/13,4259,20,"""1,091,500円""",311,"""45,400円""",52,"""568,400円""",353,"""22,700円"""
第5113回,2019/02/14,4072,22,"""1,043,800円""",314,"""43,400円""",53,"""543,600円""",424,"""21,700円"""
第5114回,2019/02/15,0359,17,"""1,238,900円""",357,"""51,600円""",45,"""645,200円""",616,"""25,800円"""
第5115回,2019/02/18,1906,23,"""895,900円""",579,"""37,300円""",72,"""466,600円""",476,"""18,600円"""
第5116回,2019/02/19,8370,9,"""1,086,800円""",352,"""45,200円""",54,"""566,000円""",800,"""22,600円"""
第5117回,2019/02/20,0952,13,"""1,179,500円""",348,"""49,100円""",42,"""614,300円""",811,"""24,500円"""
第5118回,2019/02/21,9572,18,"""825,600円""",517,"""34,400円""",92,"""430,000円""",858,"""17,200円"""
第5119回,2019/02/22,4397,13,"""950,300円""",483,"""39,500円""",75,"""494,900円""",027,"""19,700円"""
第5120回,2019/02/25,5406,25,"""1,029,900円""",372,"""42,900円""",87,"""536,400円""",533,"""21,400円"""
第5121回,2019/02/26,2133,23,"""1,095,200円""",149,"""91,200円""",55,"""593,200円""",653,"""45,600円"""
第5122回,2019/02/27,2515,22,"""867,300円""",205,"""72,200円""",83,"""469,700円""",866,"""36,100円"""
第5123回,2019/02/28,5717,26,"""831,700円""",210,"""69,300円""",75,"""450,500円""",901,"""34,600円"""
