第6653回,2025/02/03,0235,26口,"892,300円",476口,"37,100円",59口,"464,700円",1757口,"18,500円"
第6654回,2025/02/04,4827,17口,"931,600円",352口,"38,800円",51口,"485,200円",1411口,"19,400円"
第6655回,2025/02/05,2317,34口,"630,000円",343口,"26,200円",106口,"328,100円",1518口,"13,100円"
第6656回,2025/02/06,0853,55口,"654,100円",456口,"27,200円",47口,"340,600円",1700口,"13,600円"
第6657回,2025/02/07,3881,23口,"885,200円",159口,"73,700円",59口,"479,400円",786口,"36,800円"
第6658回,2025/02/10,0859,10口,"1,502,000円",278口,"62,500円",46口,"782,200円",1233口,"31,200円"
第6659回,2025/02/11,8942,16口,"1,273,400円",267口,"53,000円",39口,"663,200円",1120口,"26,500円"
第6660回,2025/02/12,3343,24口,"1,212,100円",47口,"303,000円",32口,"757,500円",124口,"151,500円"
第6661回,2025/02/13,1946,32口,"699,000円",372口,"29,100円",82口,"364,000円",1486口,"14,500円"
第6662回,2025/02/14,3273,24口,"1,069,800円",165口,"89,100円",53口,"579,400円",620口,"44,500円"
第6663回,2025/02/17,6744,17口,"1,134,500円",164口,"94,500円",61口,"614,500円",688口,"47,200円"
第6664回,2025/02/18,0385,53口,"527,200円",462口,"21,900円",107口,"274,500円",1784口,"10,900円"
第6665回,2025/02/19,9265,15口,"1,018,000円",455口,"42,400円",37口,"530,200円",1626口,"21,200円"
第6666回,2025/02/20,1890,17口,"818,800円",390口,"34,100円",76口,"426,400円",1820口,"17,000円"
第6667回,2025/02/21,6398,21口,"1,015,900円",350口,"42,300円",48口,"529,100円",1561口,"21,100円"
第6668回,2025/02/24,3026,20口,"865,900円",344口,"36,000円",88口,"450,900円",1445口,"18,000円"
第6669回,2025/02/25,9378,6口,"1,106,400円",339口,"46,100円",44口,"576,200円",1695口,"23,000円"
第6670回,2025/02/26,0664,38口,"966,000円",127口,"80,500円",38口,"523,200円",670口,"40,200円"
第6671回,2025/02/27,3839,18口,"802,600円",202口,"66,800円",85口,"434,700円",797口,"33,400円"
第6672回,2025/02/28,4968,12口,"807,400円",480口,"33,600円",84口,"420,500円",2064口,"16,800円"
