第4933回,2018/06/01,3031,29,"""712,000円""",232,"""59,300円""",82,"""385,600円""",135,"""29,600円"""
第4934回,2018/06/04,0411,45,"""464,500円""",403,"""38,700円""",148,"""251,600円""",846,"""19,300円"""
第4935回,2018/06/05,8009,13,"""1,133,200円""",164,"""94,400円""",43,"""613,800円""",730,"""47,200円"""
第4936回,2018/06/06,2374,23,"""939,900円""",303,"""39,100円""",64,"""489,500円""",350,"""19,500円"""
第4937回,2018/06/07,5382,32,"""712,900円""",486,"""29,700円""",72,"""371,300円""",960,"""14,800円"""
第4938回,2018/06/08,5935,13,"""1,161,500円""",189,"""96,700円""",43,"""629,100円""",745,"""48,300円"""
第4939回,2018/06/11,3076,15,"""1,207,700円""",359,"""50,300円""",58,"""629,000円""",302,"""25,100円"""
第4940回,2018/06/12,6657,17,"""1,131,500円""",118,"""94,200円""",50,"""612,800円""",600,"""47,100円"""
第4941回,2018/06/13,7993,7,"""1,339,600円""",142,"""111,600円""",45,"""725,600円""",611,"""55,800円"""
第4942回,2018/06/14,5121,25,"""939,300円""",167,"""78,200円""",51,"""508,700円""",782,"""39,100円"""
第4943回,2018/06/15,7711,10,"""1,002,100円""",149,"""167,000円""",52,"""584,500円""",451,"""83,500円"""
第4944回,2018/06/18,4113,24,"""912,500円""",271,"""76,000円""",70,"""494,200円""",942,"""38,000円"""
第4945回,2018/06/19,1762,18,"""1,118,100円""",318,"""46,500円""",45,"""582,300円""",438,"""23,200円"""
第4946回,2018/06/20,2309,41,"""776,900円""",316,"""32,300円""",70,"""404,600円""",446,"""16,100円"""
第4947回,2018/06/21,4698,16,"""889,900円""",399,"""37,000円""",82,"""463,400円""",642,"""18,500円"""
第4948回,2018/06/22,9473,13,"""1,100,100円""",420,"""45,800円""",48,"""572,900円""",763,"""22,900円"""
第4949回,2018/06/25,2079,18,"""1,164,100円""",320,"""48,500円""",66,"""606,300円""",583,"""24,200円"""
第4950回,2018/06/26,2154,16,"""1,039,600円""",367,"""43,300円""",59,"""541,400円""",436,"""21,600円"""
第4951回,2018/06/27,0185,11,"""1,433,900円""",388,"""59,700円""",16,"""746,800円""",558,"""29,800円"""
第4952回,2018/06/28,7693,11,"""1,007,400円""",434,"""41,900円""",48,"""524,600円""",070,"""20,900円"""
第4953回,2018/06/29,7835,25,"""790,600円""",493,"""32,900円""",80,"""411,700円""",960,"""16,400円"""
