第4438回,2016/07/01,8080,53,"""617,000円""",136,"""102,800円""",97,"""359,900円""",483,"""51,400円"""
第4439回,2016/07/04,7318,36,"""679,500円""",562,"""28,300円""",122,"""353,900円""",202,"""14,100円"""
第4440回,2016/07/05,3014,45,"""695,300円""",380,"""28,900円""",81,"""362,100円""",809,"""14,400円"""
第4441回,2016/07/06,8872,16,"""1,390,900円""",109,"""115,900円""",44,"""753,400円""",590,"""57,900円"""
第4442回,2016/07/07,7982,23,"""754,500円""",462,"""31,400円""",96,"""392,900円""",032,"""15,700円"""
第4443回,2016/07/08,5179,28,"""962,300円""",333,"""40,000円""",68,"""501,100円""",500,"""20,000円"""
第4444回,2016/07/11,8392,21,"""954,700円""",448,"""39,700円""",82,"""497,200円""",932,"""19,800円"""
第4445回,2016/07/12,4315,22,"""1,086,500円""",271,"""45,200円""",51,"""565,800円""",385,"""22,600円"""
第4446回,2016/07/13,8082,12,"""1,212,200円""",116,"""101,000円""",62,"""656,600円""",657,"""50,500円"""
第4447回,2016/07/14,2948,33,"""802,700円""",310,"""33,400円""",84,"""418,000円""",596,"""16,700円"""
第4448回,2016/07/15,4744,21,"""1,028,200円""",62,"""257,000円""",62,"""642,600円""",211,"""128,500円"""
第4449回,2016/07/18,7409,32,"""565,700円""",603,"""23,500円""",157,"""294,600円""",282,"""11,700円"""
第4450回,2016/07/19,3068,14,"""915,300円""",325,"""38,100円""",87,"""476,700円""",331,"""19,000円"""
第4451回,2016/07/20,5556,11,"""1,311,900円""",59,"""327,900円""",52,"""819,900円""",141,"""163,900円"""
第4452回,2016/07/21,4473,14,"""1,214,700円""",107,"""101,200円""",62,"""657,900円""",554,"""50,600円"""
第4453回,2016/07/22,4380,20,"""783,000円""",498,"""32,600円""",87,"""407,800円""",082,"""16,300円"""
第4454回,2016/07/25,4800,18,"""1,152,300円""",200,"""96,000円""",54,"""624,100円""",859,"""48,000円"""
第4455回,2016/07/26,9750,15,"""1,134,900円""",298,"""47,200円""",52,"""591,000円""",398,"""23,600円"""
第4456回,2016/07/27,4277,21,"""1,170,600円""",152,"""97,500円""",46,"""634,000円""",702,"""48,700円"""
第4457回,2016/07/28,2024,18,"""1,033,100円""",144,"""86,000円""",71,"""559,500円""",677,"""43,000円"""
第4458回,2016/07/29,5956,11,"""1,281,600円""",125,"""106,800円""",58,"""694,200円""",672,"""53,400円"""
